TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME_WIN,HOME
RGV,2016-11-20,RGV vs. ERI,1,241,108,39,93,0.419,10,33,0.303,20,27,0.741,13,34,47,22,9,5,9,23,28.0,1,1
RAP,2016-11-20,RAP vs. LIN,1,241,117,41,81,0.506,9,27,0.333,26,36,0.722,15,41,56,27,16,9,28,23,34.0,1,1
BKN,2016-11-20,BKN vs. POR,0,242,109,37,93,0.398,10,35,0.286,25,31,0.806,11,25,36,22,5,3,9,20,-20.0,0,1
SAC,2016-11-20,SAC vs. TOR,1,238,102,36,81,0.444,11,27,0.407,19,25,0.76,4,33,37,26,8,8,13,18,3.0,1,1
CHI,2016-11-20,CHI @ LAL,1,240,118,45,87,0.517,8,22,0.364,20,28,0.714,16,40,56,27,6,3,16,16,8.0,0,0
ATL,2016-11-20,ATL @ NYK,0,240,94,34,85,0.4,6,21,0.286,20,29,0.69,14,34,48,17,7,6,13,15,-10.0,0,0
POR,2016-11-20,POR @ BKN,1,240,129,49,85,0.576,15,36,0.417,16,21,0.762,8,42,50,23,4,7,15,30,20.0,0,0
MNE,2016-11-20,MNE vs. GRD,1,241,116,41,82,0.5,16,40,0.4,18,21,0.857,9,44,53,30,5,7,15,15,23.0,1,1
WES,2016-11-20,WES vs. CTN,1,241,103,39,90,0.433,5,25,0.2,20,23,0.87,12,33,45,17,11,3,16,26,7.0,1,1
CTN,2016-11-20,CTN @ WES,0,240,96,33,75,0.44,11,25,0.44,19,26,0.731,7,30,37,14,9,5,20,22,-7.0,0,0
LAD,2016-11-19,LAD vs. SCW,1,240,134,46,85,0.541,16,31,0.516,26,37,0.703,12,40,52,29,8,7,17,26,25.0,1,1
ERI,2016-11-19,ERI @ AUS,0,255,106,44,86,0.512,6,14,0.429,12,18,0.667,11,29,40,12,11,3,19,26,-3.0,0,0
SLC,2016-11-19,SLC @ NAS,0,240,86,34,81,0.42,6,28,0.214,12,16,0.75,10,30,40,15,8,4,16,22,-15.0,0,0
BOS,2016-11-19,BOS @ DET,1,242,94,33,82,0.402,12,31,0.387,16,17,0.941,9,37,46,22,3,7,8,13,2.0,0,0
UTA,2016-11-19,UTA @ HOU,0,241,102,39,76,0.513,12,27,0.444,12,17,0.706,5,38,43,22,3,5,12,17,-9.0,0,0
NOP,2016-11-19,NOP vs. CHA,1,264,121,43,98,0.439,14,36,0.389,21,25,0.84,10,43,53,27,9,6,11,23,5.0,1,1
GBO,2016-11-19,GBO @ WES,0,240,91,31,72,0.431,7,26,0.269,22,31,0.71,6,33,39,11,7,3,16,17,-22.0,0,0
IWA,2016-11-19,IWA vs. DEL,1,241,101,39,79,0.494,13,33,0.394,10,16,0.625,7,32,39,23,11,5,12,21,5.0,1,1
PHX,2016-11-19,PHX @ PHI,0,242,105,39,92,0.424,6,21,0.286,21,34,0.618,12,32,44,18,11,7,15,19,-15.0,0,0
CHI,2016-11-19,CHI @ LAC,0,240,95,33,77,0.429,9,30,0.3,20,24,0.833,15,26,41,17,7,4,12,20,-7.0,0,0
SCW,2016-11-19,SCW @ LAD,0,241,109,37,92,0.402,9,32,0.281,26,34,0.765,10,27,37,24,9,3,15,26,-25.0,0,0
WAS,2016-11-19,WAS vs. MIA,0,240,111,42,89,0.472,11,27,0.407,16,22,0.727,13,27,40,22,9,2,11,22,-3.0,0,1
HOU,2016-11-19,HOU vs. UTA,1,241,111,42,94,0.447,12,32,0.375,15,20,0.75,10,29,39,28,8,3,4,16,9.0,1,1
DET,2016-11-19,DET vs. BOS,0,240,92,37,86,0.43,7,20,0.35,11,16,0.688,11,39,50,22,5,4,5,13,-2.0,0,1
LAC,2016-11-19,LAC vs. CHI,1,240,102,36,77,0.468,11,27,0.407,19,23,0.826,11,27,38,20,6,2,13,20,7.0,1,1
DEL,2016-11-19,DEL @ IWA,0,239,96,34,86,0.395,12,31,0.387,16,21,0.762,15,32,47,16,7,4,15,19,-5.0,0,0
CHA,2016-11-19,CHA @ NOP,0,265,116,40,97,0.412,15,43,0.349,21,28,0.75,8,44,52,29,7,5,14,21,-5.0,0,0
NAS,2016-11-19,NAS vs. SLC,1,239,101,37,83,0.446,6,18,0.333,21,28,0.75,14,33,47,16,13,3,13,15,15.0,1,1
MEM,2016-11-19,MEM vs. MIN,1,239,93,29,76,0.382,2,18,0.111,33,38,0.868,13,33,46,15,8,7,9,19,22.0,1,1
ORL,2016-11-19,ORL vs. DAL,1,240,95,34,78,0.436,8,21,0.381,19,22,0.864,10,40,50,17,6,8,19,21,8.0,1,1
PHI,2016-11-19,PHI vs. PHX,1,240,120,45,86,0.523,17,35,0.486,13,20,0.65,6,38,44,33,11,9,18,23,15.0,1,1
OKL,2016-11-19,OKL @ RNO,1,239,106,38,78,0.487,10,28,0.357,20,28,0.714,11,38,49,25,8,8,16,28,9.0,0,0
WCB,2016-11-19,WCB vs. TEX,0,240,98,37,90,0.411,8,22,0.364,16,22,0.727,17,31,48,19,7,7,19,24,-10.0,0,1
GSW,2016-11-19,GSW @ MIL,1,240,124,42,95,0.442,14,38,0.368,26,32,0.813,18,27,45,30,8,5,12,25,3.0,0,0
AUS,2016-11-19,AUS vs. ERI,1,253,109,40,86,0.465,8,23,0.348,21,28,0.75,13,28,41,19,12,1,19,17,3.0,1,1
MIA,2016-11-19,MIA @ WAS,1,241,114,43,85,0.506,13,27,0.481,15,26,0.577,17,30,47,21,6,7,16,21,3.0,0,0
DAL,2016-11-19,DAL @ ORL,0,241,87,26,77,0.338,13,28,0.464,22,27,0.815,5,29,34,13,8,5,13,16,-8.0,0,0
MIL,2016-11-19,MIL vs. GSW,0,241,121,46,89,0.517,10,20,0.5,19,25,0.76,10,31,41,27,7,1,13,23,-3.0,0,1
TEX,2016-11-19,TEX @ WCB,1,240,108,40,96,0.417,8,27,0.296,20,34,0.588,22,33,55,23,9,6,13,21,10.0,0,0
RNO,2016-11-19,RNO vs. OKL,0,240,97,34,80,0.425,7,20,0.35,22,28,0.786,10,29,39,18,6,5,17,26,-9.0,0,1
WES,2016-11-19,WES vs. GBO,1,241,113,43,88,0.489,13,30,0.433,14,16,0.875,11,37,48,27,10,2,12,29,22.0,1,1
MIN,2016-11-19,MIN @ MEM,0,242,71,25,64,0.391,7,22,0.318,14,22,0.636,5,29,34,16,5,5,16,25,-22.0,0,0
LIN,2016-11-18,LIN @ MNE,0,240,98,40,89,0.449,12,30,0.4,6,10,0.6,15,26,41,26,14,7,19,25,-16.0,0,0
ATL,2016-11-18,ATL @ CHA,0,240,96,39,84,0.464,7,28,0.25,11,17,0.647,8,41,49,25,9,6,16,18,-4.0,0,0
PHX,2016-11-18,PHX @ IND,1,240,116,46,97,0.474,9,26,0.346,15,18,0.833,18,28,46,21,14,7,11,28,20.0,0,0
LAC,2016-11-18,LAC @ SAC,1,241,121,40,76,0.526,13,29,0.448,28,34,0.824,5,32,37,27,7,6,14,24,6.0,0,0
CHA,2016-11-18,CHA vs. ATL,1,240,100,37,90,0.411,10,29,0.345,16,24,0.667,8,36,44,25,11,4,11,16,4.0,1,1
NOP,2016-11-18,NOP vs. POR,1,239,113,45,82,0.549,9,24,0.375,14,20,0.7,1,36,37,31,9,12,8,21,12.0,1,1
BOS,2016-11-18,BOS vs. GSW,0,240,88,31,83,0.373,11,32,0.344,15,19,0.789,7,36,43,19,6,3,13,12,-16.0,0,1
TOR,2016-11-18,TOR @ DEN,1,263,113,43,94,0.457,8,23,0.348,19,31,0.613,6,38,44,23,8,2,11,25,2.0,0,0
BKN,2016-11-18,BKN @ OKC,0,240,105,35,83,0.422,11,29,0.379,24,30,0.8,7,23,30,19,6,2,16,19,-19.0,0,0
DEN,2016-11-18,DEN vs. TOR,0,266,111,39,83,0.47,4,25,0.16,29,39,0.744,9,50,59,29,7,4,19,26,-2.0,0,1
LAL,2016-11-18,LAL vs. SAS,0,239,107,39,87,0.448,12,25,0.48,17,21,0.81,15,30,45,24,6,1,13,21,-9.0,0,1
DAL,2016-11-18,DAL vs. MEM,0,239,64,21,73,0.288,5,25,0.2,17,22,0.773,10,35,45,9,3,7,17,14,-16.0,0,1
GRD,2016-11-18,GRD @ CTN,1,269,127,40,95,0.421,12,35,0.343,35,47,0.745,11,47,58,18,11,4,13,30,6.0,0,0
CTN,2016-11-18,CTN vs. GRD,0,270,121,46,114,0.404,10,32,0.313,19,26,0.731,17,37,54,26,8,4,15,29,-6.0,0,1
POR,2016-11-18,POR @ NOP,0,240,101,33,88,0.375,12,34,0.353,23,26,0.885,13,35,48,19,2,1,14,21,-12.0,0,0
SLC,2016-11-18,SLC vs. NAS,0,241,80,27,72,0.375,7,24,0.292,19,23,0.826,9,29,38,8,5,2,21,20,-11.0,0,1
CLE,2016-11-18,CLE vs. DET,1,240,104,40,83,0.482,11,25,0.44,13,14,0.929,5,47,52,26,4,8,13,14,23.0,1,1
SAC,2016-11-18,SAC vs. LAC,0,241,115,38,86,0.442,10,26,0.385,29,35,0.829,9,28,37,21,7,4,14,24,-6.0,0,1
OKC,2016-11-18,OKC vs. BKN,1,239,124,49,89,0.551,7,26,0.269,19,24,0.792,10,36,46,23,9,5,16,24,19.0,1,1
SCW,2016-11-18,SCW vs. RGV,1,239,112,43,89,0.483,10,27,0.37,16,23,0.696,12,31,43,23,6,5,17,26,2.0,1,1
DET,2016-11-18,DET @ CLE,0,239,81,29,93,0.312,6,19,0.316,17,20,0.85,11,33,44,23,5,4,7,15,-23.0,0,0
GBO,2016-11-18,GBO @ RAP,0,241,87,27,80,0.338,7,30,0.233,26,41,0.634,10,35,45,14,7,4,11,21,-13.0,0,0
MNE,2016-11-18,MNE vs. LIN,1,240,114,38,79,0.481,15,30,0.5,23,29,0.793,15,36,51,20,11,5,21,13,16.0,1,1
GSW,2016-11-18,GSW @ BOS,1,240,104,44,90,0.489,9,28,0.321,7,12,0.583,9,41,50,33,10,7,11,20,16.0,0,0
RGV,2016-11-18,RGV @ SCW,0,240,110,36,86,0.419,9,30,0.3,29,35,0.829,15,31,46,22,13,3,18,30,-2.0,0,0
IND,2016-11-18,IND vs. PHX,0,240,96,36,76,0.474,1,7,0.143,23,29,0.793,10,25,35,18,5,8,18,19,-20.0,0,1
NAS,2016-11-18,NAS @ SLC,1,241,91,33,77,0.429,5,12,0.417,20,29,0.69,14,34,48,16,13,1,18,20,11.0,0,0
SAS,2016-11-18,SAS @ LAL,1,238,116,44,78,0.564,10,24,0.417,18,19,0.947,3,31,34,30,8,6,12,18,9.0,0,0
MEM,2016-11-18,MEM @ DAL,1,240,80,31,77,0.403,9,25,0.36,9,12,0.75,7,41,48,16,7,3,12,25,16.0,0,0
RAP,2016-11-18,RAP vs. GBO,1,242,100,34,82,0.415,12,32,0.375,20,22,0.909,7,38,45,21,4,4,14,31,13.0,1,1
DEL,2016-11-18,DEL @ SXF,0,239,103,35,78,0.449,8,24,0.333,25,36,0.694,7,30,37,16,9,4,22,29,-12.0,0,0
SXF,2016-11-18,SXF vs. DEL,1,240,115,41,95,0.432,6,23,0.261,27,31,0.871,13,36,49,19,14,8,17,31,12.0,1,1
MIN,2016-11-17,MIN vs. PHI,1,238,110,43,84,0.512,6,25,0.24,18,20,0.9,14,34,48,18,7,8,13,19,24.0,1,1
WAS,2016-11-17,WAS vs. NYK,1,241,119,44,81,0.543,15,25,0.6,16,18,0.889,7,30,37,26,7,2,15,21,7.0,1,1
CHI,2016-11-17,CHI @ UTA,1,240,85,33,90,0.367,5,17,0.294,14,16,0.875,14,32,46,8,7,6,8,16,8.0,0,0
MIA,2016-11-17,MIA vs. MIL,1,240,96,39,97,0.402,7,30,0.233,11,21,0.524,17,42,59,19,5,8,7,18,23.0,1,1
UTA,2016-11-17,UTA vs. CHI,0,241,77,30,78,0.385,5,25,0.2,12,14,0.857,10,38,48,11,4,3,13,14,-8.0,0,1
RNO,2016-11-17,RNO @ AUS,0,240,97,37,95,0.389,5,14,0.357,18,22,0.818,15,28,43,12,13,6,11,20,-9.0,0,0
MIL,2016-11-17,MIL @ MIA,0,239,73,28,85,0.329,7,23,0.304,10,13,0.769,12,36,48,20,4,8,13,20,-23.0,0,0
LAD,2016-11-17,LAD vs. RGV,0,239,120,42,99,0.424,13,34,0.382,23,30,0.767,16,20,36,24,5,6,13,27,-13.0,0,1
OKL,2016-11-17,OKL vs. ERI,1,240,93,32,79,0.405,6,26,0.231,23,31,0.742,17,32,49,15,7,5,14,15,6.0,1,1
AUS,2016-11-17,AUS vs. RNO,1,239,106,36,80,0.45,11,22,0.5,23,31,0.742,17,41,58,16,7,8,22,21,9.0,1,1
ERI,2016-11-17,ERI @ OKL,0,240,87,33,77,0.429,8,19,0.421,13,18,0.722,11,23,34,19,11,4,14,29,-6.0,0,0
HOU,2016-11-17,HOU vs. POR,1,241,126,46,95,0.484,14,32,0.438,20,25,0.8,17,37,54,26,6,6,13,17,17.0,1,1
POR,2016-11-17,POR @ HOU,0,241,109,41,90,0.456,10,28,0.357,17,21,0.81,10,31,41,24,6,4,12,19,-17.0,0,0
PHI,2016-11-17,PHI @ MIN,0,239,86,31,83,0.373,9,32,0.281,15,19,0.789,13,27,40,15,9,2,15,17,-24.0,0,0
RGV,2016-11-17,RGV @ LAD,1,240,133,48,96,0.5,9,27,0.333,28,35,0.8,23,41,64,19,5,4,18,25,13.0,0,0
NYK,2016-11-17,NYK @ WAS,0,239,112,41,86,0.477,12,29,0.414,18,20,0.9,10,26,36,23,9,1,13,20,-7.0,0,0
IWA,2016-11-16,IWA @ SCW,0,240,104,39,88,0.443,11,34,0.324,15,23,0.652,10,31,41,23,12,8,20,28,-21.0,0,0
DEN,2016-11-16,DEN vs. PHX,1,240,120,45,93,0.484,8,17,0.471,22,24,0.917,14,35,49,23,8,4,14,24,16.0,1,1
WES,2016-11-16,WES @ GBO,1,240,117,38,74,0.514,8,15,0.533,33,39,0.846,7,34,41,18,7,4,18,25,5.0,0,0
DAL,2016-11-16,DAL @ BOS,0,240,83,34,83,0.41,8,23,0.348,7,10,0.7,5,27,32,16,9,3,9,19,-7.0,0,0
HOU,2016-11-16,HOU @ OKC,0,241,103,40,92,0.435,14,40,0.35,9,14,0.643,12,35,47,25,10,4,16,10,-2.0,0,0
SAS,2016-11-16,SAS @ SAC,1,240,110,43,88,0.489,11,30,0.367,13,17,0.765,9,28,37,29,11,7,11,21,5.0,0,0
PHX,2016-11-16,PHX @ DEN,0,239,104,39,79,0.494,8,20,0.4,18,29,0.621,7,28,35,14,8,4,16,29,-16.0,0,0
TOR,2016-11-16,TOR vs. GSW,0,241,121,37,82,0.451,10,25,0.4,37,41,0.902,13,33,46,16,8,1,14,22,-6.0,0,1
CLE,2016-11-16,CLE @ IND,0,239,93,35,86,0.407,11,30,0.367,12,20,0.6,11,40,51,19,3,5,18,16,-10.0,0,0
GBO,2016-11-16,GBO vs. WES,0,240,112,41,86,0.477,8,19,0.421,22,33,0.667,12,29,41,21,8,5,15,31,-5.0,0,1
BOS,2016-11-16,BOS vs. DAL,1,241,90,33,76,0.434,7,21,0.333,17,23,0.739,13,40,53,18,6,3,19,17,7.0,1,1
LAC,2016-11-16,LAC vs. MEM,0,240,107,37,81,0.457,9,25,0.36,24,34,0.706,8,27,35,15,13,7,8,19,-4.0,0,1
MEM,2016-11-16,MEM @ LAC,1,240,111,40,82,0.488,15,26,0.577,16,19,0.842,9,34,43,24,6,2,15,22,4.0,0,0
SAC,2016-11-16,SAC vs. SAS,0,241,105,36,76,0.474,9,20,0.45,24,31,0.774,10,36,46,21,5,3,16,17,-5.0,0,1
ORL,2016-11-16,ORL vs. NOP,1,241,89,34,88,0.386,10,27,0.37,11,19,0.579,13,37,50,17,7,7,12,15,7.0,1,1
IND,2016-11-16,IND vs. CLE,1,238,103,43,86,0.5,10,28,0.357,7,11,0.636,5,35,40,22,8,12,10,16,10.0,1,1
NYK,2016-11-16,NYK vs. DET,1,241,105,42,93,0.452,9,25,0.36,12,19,0.632,19,33,52,24,8,9,9,11,3.0,1,1
GSW,2016-11-16,GSW @ TOR,1,240,127,44,87,0.506,13,36,0.361,26,28,0.929,7,28,35,33,9,7,12,25,6.0,0,0
PHI,2016-11-16,PHI vs. WAS,1,239,109,42,77,0.545,10,28,0.357,15,22,0.682,5,36,41,30,6,1,17,26,7.0,1,1
ATL,2016-11-16,ATL vs. MIL,1,239,107,35,72,0.486,10,32,0.313,27,31,0.871,3,36,39,29,6,8,16,17,7.0,1,1
OKC,2016-11-16,OKC vs. HOU,1,239,105,40,84,0.476,12,25,0.48,13,14,0.929,5,39,44,25,7,7,16,15,2.0,1,1
SCW,2016-11-16,SCW vs. IWA,1,242,125,43,89,0.483,17,32,0.531,22,30,0.733,8,40,48,24,11,2,18,23,21.0,1,1
NOP,2016-11-16,NOP @ ORL,0,241,82,30,82,0.366,7,21,0.333,15,19,0.789,9,39,48,19,5,9,17,16,-7.0,0,0
DET,2016-11-16,DET @ NYK,0,240,102,42,85,0.494,8,23,0.348,10,12,0.833,8,32,40,19,6,1,10,14,-3.0,0,0
WAS,2016-11-16,WAS @ PHI,0,240,102,38,91,0.418,8,23,0.348,18,25,0.72,11,29,40,18,8,1,11,26,-7.0,0,0
MIL,2016-11-16,MIL @ ATL,0,239,100,39,98,0.398,8,32,0.25,14,18,0.778,15,32,47,25,9,2,14,25,-7.0,0,0
RGV,2016-11-15,RGV vs. MNE,1,240,152,56,91,0.615,18,36,0.5,22,30,0.733,9,35,44,24,9,7,18,22,24.0,1,1
RNO,2016-11-15,RNO @ AUS,0,241,92,34,85,0.4,6,19,0.316,18,22,0.818,15,24,39,12,14,6,18,22,-23.0,0,0
MIN,2016-11-15,MIN vs. CHA,0,240,108,38,89,0.427,15,35,0.429,17,21,0.81,14,29,43,25,4,5,18,19,-7.0,0,1
TOR,2016-11-15,TOR @ CLE,0,240,117,46,96,0.479,13,29,0.448,12,18,0.667,12,28,40,24,11,5,8,25,-4.0,0,0
BKN,2016-11-15,BKN @ LAL,0,239,118,45,99,0.455,12,41,0.293,16,20,0.8,9,38,47,23,8,6,14,27,-7.0,0,0
ATL,2016-11-15,ATL @ MIA,1,241,93,37,80,0.463,6,17,0.353,13,19,0.684,6,29,35,18,14,4,19,13,3.0,0,0
MIA,2016-11-15,MIA vs. ATL,0,240,90,36,89,0.404,7,23,0.304,11,14,0.786,17,31,48,13,11,7,23,23,-3.0,0,1
CHA,2016-11-15,CHA @ MIN,1,241,115,43,80,0.538,11,24,0.458,18,22,0.818,4,33,37,25,10,6,13,17,7.0,0,0
OKL,2016-11-15,OKL vs. SLC,1,239,95,32,75,0.427,7,25,0.28,24,35,0.686,15,45,60,15,11,10,25,22,27.0,1,1
SLC,2016-11-15,SLC @ OKL,0,240,68,21,77,0.273,4,25,0.16,22,31,0.71,9,29,38,9,14,2,21,27,-27.0,0,0
AUS,2016-11-15,AUS vs. RNO,1,242,115,45,80,0.563,5,20,0.25,20,24,0.833,12,35,47,15,6,6,21,22,23.0,1,1
POR,2016-11-15,POR vs. CHI,0,240,88,34,95,0.358,9,34,0.265,11,18,0.611,15,34,49,17,8,4,11,18,-25.0,0,1
MNE,2016-11-15,MNE @ RGV,0,239,128,50,97,0.515,14,37,0.378,14,17,0.824,8,24,32,23,8,4,15,27,-24.0,0,0
LAL,2016-11-15,LAL vs. BKN,1,240,125,41,92,0.446,9,28,0.321,34,43,0.791,14,41,55,24,9,2,11,17,7.0,1,1
CHI,2016-11-15,CHI @ POR,1,239,113,41,98,0.418,7,20,0.35,24,28,0.857,19,48,67,16,7,4,10,19,25.0,0,0
CLE,2016-11-15,CLE vs. TOR,1,240,121,44,83,0.53,13,33,0.394,20,28,0.714,10,36,46,26,4,7,17,18,4.0,1,1
HOU,2016-11-14,HOU vs. PHI,1,240,115,44,91,0.484,17,40,0.425,10,17,0.588,16,39,55,20,6,10,17,19,27.0,1,1
ORL,2016-11-14,ORL @ IND,0,239,69,27,84,0.321,5,25,0.2,10,13,0.769,9,43,52,12,3,5,14,17,-19.0,0,0
DAL,2016-11-14,DAL @ NYK,0,239,77,32,84,0.381,5,27,0.185,8,11,0.727,11,29,40,15,8,7,11,16,-16.0,0,0
NOP,2016-11-14,NOP vs. BOS,1,239,106,35,79,0.443,6,21,0.286,30,36,0.833,8,38,46,16,9,4,16,17,1.0,1,1
UTA,2016-11-14,UTA vs. MEM,0,240,96,35,73,0.479,8,28,0.286,18,22,0.818,6,23,29,17,8,1,8,27,-6.0,0,1
LAC,2016-11-14,LAC vs. BKN,1,240,127,48,90,0.533,14,25,0.56,17,21,0.81,9,34,43,32,17,6,11,22,32.0,1,1
MEM,2016-11-14,MEM @ UTA,1,240,102,36,76,0.474,8,21,0.381,22,26,0.846,14,30,44,13,4,2,16,26,6.0,0,0
SAS,2016-11-14,SAS vs. MIA,1,239,94,33,82,0.402,8,15,0.533,20,27,0.741,14,38,52,24,4,7,17,15,4.0,1,1
MIA,2016-11-14,MIA @ SAS,0,240,90,37,84,0.44,4,15,0.267,12,21,0.571,10,31,41,22,14,8,13,23,-4.0,0,0
BKN,2016-11-14,BKN @ LAC,0,240,95,34,77,0.442,10,33,0.303,17,22,0.773,9,28,37,18,6,2,21,21,-32.0,0,0
BOS,2016-11-14,BOS @ NOP,0,238,105,38,95,0.4,12,41,0.293,17,20,0.85,11,33,44,19,9,0,10,27,-1.0,0,0
IND,2016-11-14,IND vs. ORL,1,239,88,35,90,0.389,8,25,0.32,10,10,1.0,7,42,49,22,9,9,9,14,19.0,1,1
OKC,2016-11-14,OKC @ DET,0,240,88,33,88,0.375,5,27,0.185,17,22,0.773,13,38,51,16,3,6,15,21,-16.0,0,0
NYK,2016-11-14,NYK vs. DAL,1,239,93,34,78,0.436,9,25,0.36,16,18,0.889,14,37,51,18,5,5,17,16,16.0,1,1
DET,2016-11-14,DET vs. OKC,1,240,104,43,92,0.467,5,16,0.313,13,16,0.813,4,43,47,25,4,9,9,14,16.0,1,1
PHI,2016-11-14,PHI @ HOU,0,241,88,34,90,0.378,5,22,0.227,15,17,0.882,10,29,39,18,10,7,12,17,-27.0,0,0
MIN,2016-11-13,MIN vs. LAL,1,241,125,42,80,0.525,13,27,0.481,28,42,0.667,9,35,44,28,10,4,10,19,26.0,1,1
OKL,2016-11-13,OKL @ AUS,1,240,118,48,85,0.565,12,26,0.462,10,14,0.714,15,34,49,28,14,2,22,18,23.0,0,0
LAL,2016-11-13,LAL @ MIN,0,240,99,33,71,0.465,8,24,0.333,25,30,0.833,5,34,39,16,6,5,17,31,-26.0,0,0
ORL,2016-11-13,ORL @ OKC,1,242,119,46,86,0.535,11,24,0.458,16,20,0.8,8,30,38,24,4,7,9,20,2.0,0,0
OKC,2016-11-13,OKC vs. ORL,0,241,117,47,92,0.511,7,25,0.28,16,26,0.615,12,30,42,22,4,6,10,19,-2.0,0,1
DEN,2016-11-13,DEN @ POR,0,242,105,36,91,0.396,11,29,0.379,22,29,0.759,16,43,59,11,4,6,18,25,-7.0,0,0
RNO,2016-11-13,RNO @ RGV,0,241,103,34,84,0.405,6,22,0.273,29,39,0.744,13,33,46,15,5,3,19,27,-9.0,0,0
GSW,2016-11-13,GSW vs. PHX,1,240,133,45,87,0.517,16,33,0.485,27,31,0.871,8,35,43,32,8,7,16,20,13.0,1,1
AUS,2016-11-13,AUS vs. OKL,0,238,95,36,78,0.462,9,29,0.31,14,18,0.778,6,24,30,21,16,5,23,21,-23.0,0,1
POR,2016-11-13,POR vs. DEN,1,239,112,39,99,0.394,8,29,0.276,26,32,0.813,14,30,44,21,8,8,7,23,7.0,1,1
RGV,2016-11-13,RGV vs. RNO,1,240,112,43,91,0.473,9,34,0.265,17,25,0.68,14,34,48,17,11,8,15,25,9.0,1,1
CLE,2016-11-13,CLE vs. CHA,1,241,100,39,92,0.424,14,38,0.368,8,15,0.533,12,41,53,25,3,8,9,13,7.0,1,1
PHX,2016-11-13,PHX @ GSW,0,239,120,46,90,0.511,8,24,0.333,20,26,0.769,8,30,38,27,10,3,13,29,-13.0,0,0
CHA,2016-11-13,CHA @ CLE,0,240,93,36,95,0.379,11,29,0.379,10,12,0.833,10,35,45,23,7,3,5,19,-7.0,0,0
DEL,2016-11-12,DEL vs. WES,1,240,121,44,84,0.524,11,23,0.478,22,35,0.629,13,37,50,24,7,4,17,28,13.0,1,1
IWA,2016-11-12,IWA @ NAS,0,255,104,29,73,0.397,8,28,0.286,38,46,0.826,6,37,43,13,2,3,19,24,-17.0,0,0
LAD,2016-11-12,LAD @ SCW,1,240,116,40,92,0.435,16,41,0.39,20,33,0.606,12,36,48,30,7,6,13,16,2.0,0,0
SLC,2016-11-12,SLC @ SXF,0,240,100,31,84,0.369,12,31,0.387,26,36,0.722,6,34,40,20,12,5,19,21,-17.0,0,0
SCW,2016-11-12,SCW vs. LAD,0,239,114,45,97,0.464,16,37,0.432,8,13,0.615,17,33,50,25,8,5,17,32,-2.0,0,1
NYK,2016-11-12,NYK @ TOR,0,241,107,44,97,0.454,7,23,0.304,12,16,0.75,17,32,49,19,3,2,16,23,-11.0,0,0
DET,2016-11-12,DET @ DEN,1,239,106,46,90,0.511,4,18,0.222,10,14,0.714,11,26,37,23,11,1,9,16,11.0,0,0
PHX,2016-11-12,PHX vs. BKN,0,241,104,40,107,0.374,8,33,0.242,16,21,0.762,17,38,55,23,9,3,12,20,-18.0,0,1
WAS,2016-11-12,WAS @ CHI,0,240,95,38,91,0.418,4,13,0.308,15,18,0.833,13,36,49,19,3,7,12,22,-11.0,0,0
ATL,2016-11-12,ATL vs. PHI,1,238,117,48,95,0.505,13,32,0.406,8,14,0.571,15,37,52,31,10,6,16,14,21.0,1,1
BKN,2016-11-12,BKN @ PHX,1,242,122,40,84,0.476,16,37,0.432,26,30,0.867,6,49,55,22,6,10,17,19,18.0,0,0
TEX,2016-11-12,TEX vs. MNE,0,241,131,48,91,0.527,12,25,0.48,23,26,0.885,7,26,33,28,10,8,19,32,-6.0,0,1
UTA,2016-11-12,UTA @ MIA,1,239,102,40,81,0.494,6,20,0.3,16,19,0.842,6,39,45,12,5,4,9,19,11.0,0,0
PHI,2016-11-12,PHI @ ATL,0,240,96,36,83,0.434,11,29,0.379,13,20,0.65,10,29,39,21,14,4,19,20,-21.0,0,0
MIN,2016-11-12,MIN vs. LAC,0,238,105,40,89,0.449,8,22,0.364,17,21,0.81,15,24,39,26,11,3,13,31,-14.0,0,1
LAL,2016-11-12,LAL @ NOP,1,240,126,52,94,0.553,16,30,0.533,6,7,0.857,10,37,47,36,8,5,10,17,27.0,0,0
CTN,2016-11-12,CTN vs. LIN,0,239,118,45,89,0.506,12,25,0.48,16,22,0.727,8,28,36,21,13,5,23,24,-2.0,0,1
IND,2016-11-12,IND vs. BOS,0,240,99,36,86,0.419,6,27,0.222,21,28,0.75,11,29,40,17,9,9,13,22,-6.0,0,1
HOU,2016-11-12,HOU vs. SAS,0,239,100,34,89,0.382,15,47,0.319,17,21,0.81,16,30,46,22,6,4,14,19,-6.0,0,1
NOP,2016-11-12,NOP vs. LAL,0,240,99,39,90,0.433,6,20,0.3,15,19,0.789,12,30,42,20,4,5,10,10,-27.0,0,1
WES,2016-11-12,WES @ DEL,0,241,108,34,85,0.4,8,26,0.308,32,38,0.842,9,29,38,17,11,1,12,31,-13.0,0,0
SAS,2016-11-12,SAS @ HOU,1,240,106,41,76,0.539,5,18,0.278,19,24,0.792,2,33,35,21,6,11,10,19,6.0,0,0
ERI,2016-11-12,ERI vs. WCB,1,241,108,38,77,0.494,13,31,0.419,19,27,0.704,10,26,36,18,4,7,14,27,3.0,1,1
